,Item_Outlet_Sales,Item_Identifier,Outlet_Identifier
327,2035.5548106906333,FDZ10,OUT045
328,978.8660335517949,FDZ40,OUT035
329,497.6754582189527,FDD51,OUT018
330,430.5471768561849,NCY30,OUT019
331,3565.476261269057,FDP58,OUT017
332,4161.568065390372,FDV49,OUT017
333,91.81818948967572,FDY24,OUT019
334,1665.9191435144396,NCO55,OUT017
335,1955.3460516939235,FDR13,OUT017
336,1037.930395619961,FDS51,OUT017
337,1590.9209648978904,FDP26,OUT045
338,3234.8892813767866,NCB54,OUT027
339,3233.6398019112785,FDF32,OUT017
340,2800.0271477815263,FDN31,OUT018
341,657.8473135590318,DRM48,OUT017
342,2710.641511706081,FDN20,OUT049
343,3881.391883169466,DRL01,OUT046
344,1673.2701724337692,FDV56,OUT049
345,2753.404169545877,DRH13,OUT027
346,2537.712872624146,FDA03,OUT017
347,5768.287978745994,FDF47,OUT027
348,2457.9407377228977,FDX32,OUT046
349,1569.2590928941827,FDX57,OUT049
350,3023.3996465132423,NCA30,OUT045
351,819.98631578808,FDO49,OUT013
352,350.09781738962107,FDL04,OUT019
353,657.8473135590318,DRM48,OUT035
354,3490.056936830188,FDR16,OUT013
355,2936.332250577211,NCC19,OUT018
356,3133.90870209983,NCE42,OUT045
357,996.1851426972348,FDY24,OUT017
358,2850.4665631494886,FDH19,OUT049
359,2859.259313389946,FDJ46,OUT013
360,450.4543067663654,FDN45,OUT010
361,2139.9915515584285,FDY08,OUT035
362,1432.8360641547256,FDZ37,OUT035
363,740.1329513385276,NCT30,OUT045
364,509.0241210236406,DRY23,OUT018
365,1744.0955393426425,NCZ30,OUT018
366,1706.4845364324633,FDC44,OUT018
367,1607.5207378111816,FDB45,OUT035
368,2584.0107644818786,FDY04,OUT013
369,2714.743337943827,FDM27,OUT046
370,3982.1268287431835,FDZ43,OUT017
371,394.13195261550976,FDT39,OUT019
372,353.64681764821313,NCC06,OUT019
373,3771.2905678872935,FDL15,OUT027
374,4267.495527764097,FDL57,OUT017
375,1514.585392016316,FDU08,OUT046
376,4181.882925866176,FDK40,OUT017
377,561.4861047809708,FDQ12,OUT010
378,2562.3490891463207,FDS48,OUT017
379,3436.721134189922,FDP09,OUT045
380,1619.227267361474,FDW21,OUT049
381,3075.0405540323222,FDY25,OUT035
382,1410.516355551573,DRE13,OUT017
383,34.22785805025686,FDV43,OUT019
384,1766.0856421127276,FDD22,OUT045
385,267.3951432598513,FDM46,OUT019
386,465.9055392972895,NCO30,OUT010
387,2838.386092362472,FDM25,OUT046
388,2081.903087005419,NCN41,OUT049
389,1432.8852827585308,FDU24,OUT045
390,3134.719218928201,FDZ50,OUT046
391,4286.98569157527,FDP45,OUT013
392,2023.8882643378076,NCM54,OUT045
393,473.89713865897477,FDW10,OUT019
394,2121.064441125534,FDP20,OUT017
395,2470.213733371271,FDK32,OUT046
396,1387.6585132056816,FDN52,OUT049
397,1820.065359182735,FDM58,OUT045
398,2995.4517357775408,FDZ46,OUT027
399,1620.6886464426889,NCA18,OUT018
400,2030.5937178319143,FDD35,OUT046
401,836.5357055033247,NCK31,OUT035
402,2679.8739113073498,FDI40,OUT027
403,337.7368837358609,FDT50,OUT019
404,2664.6305967259814,NCT06,OUT046
405,3242.744738752292,FDT31,OUT035
406,878.980723258461,FDT45,OUT049
407,3134.189539337088,FDT13,OUT045
408,1324.0327695265755,FDO50,OUT045
409,338.4623855191742,NCU18,OUT010
410,3196.310600947556,NCR54,OUT049
411,2611.3353471729192,NCO18,OUT018
412,880.2902596649426,FDU09,OUT045
413,2856.8061078877895,FDT13,OUT018
414,1799.373308680269,FDE09,OUT046
415,360.63760631202985,NCK53,OUT019
416,3573.741410460526,FDG45,OUT049
417,704.9926606426072,DRH15,OUT035
418,652.0696664311602,FDO21,OUT019
419,5142.659035712471,FDD14,OUT027
420,1623.265945699221,FDC09,OUT046
421,1075.0895314710124,FDH45,OUT027
422,1018.9856644860175,FDV32,OUT046
423,1928.7959774802257,FDG12,OUT035
424,2127.077332196941,FDS32,OUT013
425,3564.6888844420837,NCL55,OUT018
426,3929.947676895537,DRE01,OUT035
427,1347.7744806411995,DRE15,OUT049
428,3674.530605615262,NCL42,OUT045
429,888.1624007620661,FDP31,OUT013
430,1343.6828444545115,FDN33,OUT018
431,2610.1317810792543,FDZ59,OUT046
432,359.3032870787106,FDE45,OUT010
433,1887.1494533325867,FDJ07,OUT013
434,2796.9301084431054,FDQ45,OUT018
435,5531.989725728352,FDM33,OUT027
436,191.5951871365958,FDO15,OUT010
437,1480.1938554484989,FDM46,OUT013
438,3511.407445550602,FDR03,OUT045
439,2428.2409210152437,FDY49,OUT018
440,1811.1132260344607,FDQ60,OUT045
441,2678.229228274838,FDW10,OUT049
442,718.8368892125579,FDO51,OUT049
443,1384.4960440571306,FDJ40,OUT018
444,2847.736948174707,FDS20,OUT018
445,1865.548011279618,FDU45,OUT013
446,2801.485179319434,FDV02,OUT035
447,3882.440217547078,FDN09,OUT046
448,5148.455592069243,NCM55,OUT027
449,2157.018663698703,FDN23,OUT018
450,241.98790129592422,FDY31,OUT010
451,362.8713245434311,FDW03,OUT010
452,3010.7638612952223,FDD14,OUT046
453,2068.1842610937556,FDV23,OUT017
454,2733.3870253393343,DRI03,OUT045
455,1561.115041931482,FDN13,OUT035
456,1734.8644311024782,FDF45,OUT027
457,1416.9011290017047,FDU46,OUT035
458,3727.668369117478,FDB57,OUT049
459,1698.9969028874996,FDV12,OUT049
460,2491.384793267622,FDQ58,OUT013
461,1933.1534453565494,NCA18,OUT017
462,1039.723360862451,FDH52,OUT049
463,2134.98291678249,FDM24,OUT018
464,4818.669335252166,NCP43,OUT027
465,404.13256380356773,NCO18,OUT019
466,1446.575012424763,FDM32,OUT017
467,684.6647922376144,NCL07,OUT017
468,4268.073852015039,FDK03,OUT013
469,1602.1963736193231,FDP59,OUT017
470,4176.470438186222,FDQ24,OUT049
471,1452.0776989644894,FDQ16,OUT018
472,2629.5226024184058,FDU44,OUT013
473,31.682697786422636,FDH28,OUT010
474,30.587189696039342,FDV28,OUT019
475,886.9747335476752,FDM22,OUT045
476,3128.922662571429,FDR56,OUT046
477,3183.6682877853677,FDV39,OUT049
478,250.12071869422888,FDU37,OUT019
479,1113.3973495485786,FDQ11,OUT010
480,3686.408978730528,FDX02,OUT045
481,1279.3830028309324,NCS42,OUT018
482,2592.648633833351,FDY57,OUT027
483,3896.645128314487,FDB21,OUT049
484,3907.3791307401234,FDE28,OUT017
485,1962.0745976415596,FDQ55,OUT017
486,3758.588189715411,FDA48,OUT049
487,2773.7899572026245,FDZ19,OUT045
488,3894.0599635377607,NCC43,OUT045
489,1331.6618784876332,NCV18,OUT046
490,2285.6807944187294,NCA42,OUT018
491,4217.519708126287,FDY45,OUT046
492,2888.7187786222175,NCC30,OUT045
493,1293.8904937997406,FDM57,OUT013
494,309.0515898550503,FDL09,OUT010
495,3250.6648701079944,FDB09,OUT027
496,1901.6706924397754,FDT44,OUT035
497,4157.291733102986,NCT06,OUT027
498,3305.009831083584,FDX26,OUT049
499,2501.5959643719407,FDK32,OUT013
500,2156.4961479818962,DRA12,OUT046
501,637.7892840819484,FDO46,OUT010
502,1389.6783597010822,FDE52,OUT013
503,3896.052886064791,NCH42,OUT045
504,752.4908191852273,FDV08,OUT035
505,3004.6711826612486,FDB47,OUT018
506,350.66502005499626,FDC28,OUT010
507,1836.1486291171489,FDD22,OUT046
508,3027.8255659435986,FDS07,OUT027
509,3514.1345399351667,DRI13,OUT045
510,3173.8428020169363,FDG32,OUT018
511,4135.934172969037,FDU14,OUT017
512,90.52546539004167,FDD28,OUT019
513,1721.1337596867336,NCP41,OUT017
514,2837.9503882818844,FDS08,OUT049
515,2588.1550514944215,FDX47,OUT045
516,374.27961697136254,FDC53,OUT019
517,4029.326540766481,FDQ19,OUT035
518,2453.751974156355,FDL14,OUT045
519,583.2940969201425,FDM33,OUT019
520,1833.1489729506736,FDA51,OUT045
521,596.0269279939162,FDZ27,OUT018
522,635.8905553709657,FDT04,OUT046
523,2088.016624869258,DRC13,OUT049
524,5516.470110723227,FDR16,OUT027
525,6063.613659984793,FDQ03,OUT027
526,2789.8066443007147,FDE38,OUT035
527,1654.4966839875917,DRH23,OUT027
528,538.4328665811784,FDT11,OUT019
529,3078.2250523867183,FDD09,OUT035
530,1370.7935914190498,FDR40,OUT045
531,3330.9591782415914,FDX07,OUT017
532,1529.995173386114,FDR07,OUT035
533,1897.405784910316,FDA51,OUT017
534,585.0879451604011,FDT59,OUT019
535,3261.2197326331075,FDF20,OUT017
536,1849.5166342213204,FDR13,OUT045
537,3501.2608329324435,FDY26,OUT049
538,2181.5641570713888,FDW04,OUT017
539,3826.4465357210665,FDK52,OUT017
540,2648.7881540611284,FDN60,OUT049
541,488.044364909406,FDM09,OUT019
542,1388.857057951276,FDP46,OUT049
543,235.97349244379762,FDB50,OUT019
544,4061.8240983923693,NCQ29,OUT049
545,6198.555417567561,FDP16,OUT027
546,2337.157901439281,FDX33,OUT018
547,502.0312369645114,FDP07,OUT010
548,3776.9560067997777,FDN22,OUT046
549,3926.850566683125,FDF39,OUT049
550,1041.688372623631,FDS21,OUT017
551,1636.2665699517363,NCM42,OUT013
552,399.3501981753005,FDK50,OUT019
553,3780.568333673374,DRF13,OUT027
554,2293.3812909572207,FDH35,OUT018
555,1431.0796588742667,FDP60,OUT018
556,3320.3268480243087,DRJ49,OUT027
557,355.6967365804555,NCT42,OUT019
558,2757.596836955138,FDE38,OUT049
559,3186.5875422992017,FDI04,OUT049
560,2566.8462627503977,NCH54,OUT045
561,952.9071028528512,FDT56,OUT049
562,3300.630807350368,DRD15,OUT018
563,2419.7564431861824,FDV58,OUT013
564,3193.7491047927942,FDP21,OUT049
565,3969.7431069934164,FDH05,OUT013
566,4137.5650945923735,FDR10,OUT027
567,2394.541860501503,NCP06,OUT045
568,1678.5615321182681,FDF33,OUT049
569,3509.704019596,DRK37,OUT013
570,1306.3353311849091,DRH49,OUT045
571,2730.6343052932057,FDT58,OUT013
572,1436.7500961552248,FDD41,OUT018
573,1720.9012413705998,FDP40,OUT018
574,2684.3022543249112,FDM51,OUT027
575,280.0086433600015,FDO45,OUT010
576,337.7324284684961,FDW33,OUT010
577,1220.3344167879795,FDY24,OUT045
578,520.9171933766895,FDB10,OUT010
579,2176.097372473855,FDM40,OUT035
580,3027.9225315720564,NCI06,OUT017
581,275.46293196156046,FDW12,OUT019
582,3816.5257369101387,FDX48,OUT027
583,2678.6533705797415,NCW05,OUT027
584,1548.6978665391528,FDX27,OUT017
585,3137.93642562109,DRM37,OUT045
586,3725.894997932164,FDA38,OUT045
587,671.0619277152819,FDR36,OUT046
588,3195.6723024641856,FDZ45,OUT046
589,2619.235769930434,FDG05,OUT017
590,4281.252593018293,FDK28,OUT013
591,1313.0105230058837,FDV47,OUT045
592,2501.5237704139718,FDN21,OUT045
593,3315.0772354168107,FDP20,OUT027
594,3191.4978561638018,FDI35,OUT045
595,683.3921279594942,DRY23,OUT013
596,2109.330137908525,FDA56,OUT017
597,2059.1484292777263,FDB09,OUT013
598,3033.6221223003704,NCO26,OUT027
599,2217.7520600120884,FDQ49,OUT018
600,3244.8683137512226,FDI52,OUT027
601,3054.5217428462947,FDZ44,OUT027
602,2390.2974192882393,FDZ09,OUT018
603,1920.319153048901,FDY03,OUT049
604,2220.9332927416367,NCG42,OUT017
605,5580.821512632164,DRI13,OUT027
606,2061.9453430899944,FDQ32,OUT013
607,1456.7354909119083,FDW16,OUT035
608,695.3506375345945,FDU27,OUT046
609,393.0113320554008,FDR28,OUT010
610,324.4865212138097,FDQ49,OUT010
611,1852.5162903877956,FDS37,OUT046
612,3032.9334543508517,FDW26,OUT018
613,3397.569259190527,FDX12,OUT018
614,2451.922155486897,NCP06,OUT013
615,251.08292231503378,FDW45,OUT010
616,1572.9355581769444,NCN30,OUT049
617,873.1841669016892,FDN24,OUT049
618,1062.0363515842948,NCL41,OUT027
619,384.02771020346654,FDR02,OUT019
620,473.0428700581478,FDD09,OUT010
621,273.05042483791544,FDS33,OUT010
622,1944.1297984322414,FDU22,OUT045
623,2641.514012079924,FDI53,OUT013
624,2907.994087471465,DRH01,OUT049
625,2176.284471594703,FDX32,OUT013
626,451.04718609341126,NCP30,OUT018
627,3110.5866727544553,FDB60,OUT045
628,1468.4765630558989,FDB14,OUT049
629,979.4169198137373,NCP02,OUT035
630,2181.0525420986205,FDJ10,OUT017
631,1830.2470728324677,FDG34,OUT046
632,1417.5446408112764,NCB18,OUT017
633,1175.0029226887998,FDM16,OUT049
634,1292.6361235387442,FDW25,OUT018
635,265.7995097055885,FDB35,OUT010
636,2164.9740782709077,DRN11,OUT013
637,498.30865803495516,FDF41,OUT019
638,1324.9032580113915,FDH16,OUT045
639,3038.558676759563,NCQ50,OUT018
640,774.1849715718932,DRH23,OUT018
641,2494.5929612358445,DRJ37,OUT013
642,5142.659035712471,DRJ24,OUT027
643,3199.42782313579,FDY16,OUT035
644,1729.8835527168487,FDQ27,OUT045
645,2416.5567764593725,FDZ33,OUT045
646,2122.3855776279693,FDF29,OUT045
647,2588.718177414645,FDA08,OUT049
648,1028.8546367231465,FDG31,OUT046
649,592.6317477230733,FDE34,OUT019
650,2008.7405491563763,NCR30,OUT027
651,4213.025933168512,FDV33,OUT035
652,1680.856953858856,DRZ24,OUT018
653,2878.9770999553675,NCL54,OUT035
654,2905.3146439280413,FDR12,OUT049
655,3880.7667493893396,NCC54,OUT046
656,812.3209323272763,DRN59,OUT013
657,367.7736415417583,FDX50,OUT019
658,4752.837215702173,FDV31,OUT027
659,4693.502322974736,NCA29,OUT027
660,2882.359702568117,FDW60,OUT049
661,3301.985909303605,FDX08,OUT017
662,3991.9732479109525,DRD49,OUT013
663,3802.602881418747,FDD33,OUT046
664,695.0017725189153,FDW35,OUT013
665,1665.9475322243954,FDJ36,OUT017
666,2826.796544683901,FDV51,OUT035
667,1597.9397252377178,FDW36,OUT046
668,2530.5657692158943,FDH35,OUT046
669,3289.5624189480836,NCS30,OUT027
670,689.7934596154494,FDN49,OUT017
671,3291.2208121933077,FDL08,OUT018
672,4124.133060135797,FDI09,OUT013
673,1885.314432978219,FDP19,OUT018
674,-46.52318783899342,FDU21,OUT010
675,1606.9820610304264,NCP41,OUT045
676,1852.1728546550485,FDY10,OUT013
677,415.1682106298064,FDP12,OUT018
678,1907.18317720454,NCN26,OUT049
