,Item_Outlet_Sales,Item_Identifier,Outlet_Identifier
106,736.058979567992,FDX13,OUT019
107,890.6587762910056,FDM22,OUT049
108,1401.0945047563218,FDJ03,OUT027
109,3546.7921340765874,FDU14,OUT018
110,342.00816387738496,FDB33,OUT010
111,3104.6855837248113,FDP27,OUT046
112,222.49919799646528,FDO38,OUT010
113,6129.237695471926,FDE28,OUT027
114,1452.4147713008526,FDO27,OUT035
115,2698.091937595846,DRL23,OUT027
116,897.4371420818493,FDS28,OUT046
117,1476.4436548994565,FDX24,OUT013
118,1600.834767486372,FDZ02,OUT035
119,1745.2595011768185,FDL46,OUT045
120,4786.21370278077,FDS60,OUT027
121,647.3950373092249,NCO06,OUT017
122,1422.628359424153,FDO16,OUT035
123,1392.724630000526,FDC60,OUT049
124,3126.0282926310033,FDA48,OUT018
125,5255.3354999469775,FDZ36,OUT027
126,1985.0503171751373,FDK27,OUT045
127,428.17952057948594,FDW23,OUT018
128,1627.6194038065787,FDM14,OUT018
129,1668.4378599708257,FDM14,OUT013
130,2662.510743625574,FDW60,OUT018
131,1920.4280734939202,FDE21,OUT013
132,1688.9624696676435,NCM42,OUT035
133,311.22426856430485,FDY59,OUT010
134,1313.8790225416083,DRI49,OUT049
135,343.4237409320824,FDT28,OUT019
136,451.9423020564331,FDQ22,OUT018
137,1328.3359136250945,FDR60,OUT049
138,323.5896574854298,FDC50,OUT019
139,2432.565875135903,FDV24,OUT013
140,500.4254153583881,DRF48,OUT010
141,644.03411576934,FDQ47,OUT046
142,1559.2935475176114,DRN36,OUT049
143,2135.771397636753,NCY06,OUT035
144,1464.0962666421383,FDE52,OUT035
145,2005.7332900274869,NCB54,OUT045
146,2530.7084751156804,NCF31,OUT035
147,5142.6590357124705,FDJ08,OUT027
148,1637.6716375562255,NCC07,OUT017
149,1673.935251003697,NCD19,OUT027
150,1905.3374015366203,FDL46,OUT049
151,3924.4463772869317,FDM20,OUT045
152,396.5372714412725,NCI06,OUT010
153,4245.784173744413,DRM11,OUT035
154,2351.8237696646315,NCH07,OUT018
155,2153.465696353884,FDS23,OUT013
156,623.5036081362981,FDO49,OUT018
157,1073.7617584764575,FDS35,OUT049
158,1259.8418584994292,DRK39,OUT045
159,974.9964106552878,DRI39,OUT049
160,2629.363892007513,FDV04,OUT017
161,3202.7885726468544,NCN14,OUT035
162,3995.019332384252,FDH08,OUT013
163,3142.2672620409126,FDS20,OUT046
164,1186.1864904214292,FDV40,OUT049
165,318.46041432136565,FDZ48,OUT010
166,2397.0352922380416,FDS24,OUT027
167,2893.4869411419418,FDK44,OUT049
168,2463.207614488557,FDS48,OUT045
169,537.3315288362417,FDK26,OUT010
170,3108.162366849937,FDD23,OUT045
171,2708.8757800211824,NCH54,OUT017
172,332.9891959028591,NCP14,OUT010
173,56.3837870717007,FDM60,OUT010
174,2443.6891693388498,FDV24,OUT017
175,3300.580273864697,FDH08,OUT018
176,3324.113397224164,FDS12,OUT027
177,4802.915130174485,FDR39,OUT027
178,1060.3347151734436,FDP12,OUT027
179,6088.2464419781845,DRF60,OUT027
180,1711.948480754917,FDC09,OUT035
181,2957.9727226907385,FDF50,OUT018
182,3998.731390111864,FDG28,OUT035
183,931.3678750091748,NCE19,OUT017
184,323.0376509212283,NCM53,OUT010
185,1845.1414079060048,NCN18,OUT049
186,3308.740111697695,FDF32,OUT035
187,4034.2315025538546,FDF11,OUT013
188,3869.1850767783635,DRI59,OUT049
189,2757.644008449112,NCG54,OUT035
190,1609.1187194487893,FDM44,OUT046
191,3399.6637740360843,FDT57,OUT018
192,2388.2569586124096,FDV24,OUT046
193,580.323331850599,FDI50,OUT019
194,811.182737999918,FDS09,OUT035
195,3795.578557671917,NCC31,OUT027
196,596.4070226608935,FDQ07,OUT019
197,3182.005732512087,FDC22,OUT017
198,2717.9660028003536,FDZ56,OUT046
199,90.52546539004167,FDZ40,OUT019
200,3041.3191023195795,FDS46,OUT027
201,2135.1588933611492,DRD24,OUT045
202,3311.233793022807,FDV45,OUT017
203,2410.41305821394,FDL26,OUT045
204,1734.41978576394,FDA56,OUT018
205,1708.2777272073754,FDN27,OUT046
206,4017.3318679736253,FDM20,OUT049
207,1422.628359424153,FDO16,OUT017
208,3228.3586499881226,FDL03,OUT035
209,1811.2574639101222,FDE58,OUT046
210,3013.9210768375306,FDI02,OUT027
211,34.227858050256955,NCC55,OUT019
212,3027.882275889634,FDR03,OUT018
213,1483.3123475847974,FDB14,OUT017
214,4049.668963021166,FDR45,OUT013
215,2198.0221558766284,NCN07,OUT017
216,381.2612718540627,FDM51,OUT019
217,6084.999822621432,FDT52,OUT027
218,2420.7629329791766,FDL26,OUT046
219,3889.4682191720294,NCZ42,OUT046
220,399.7113648756917,DRI47,OUT019
221,2176.284471594704,FDW40,OUT013
222,2832.961990499194,FDN34,OUT046
223,2990.5369520327627,FDS01,OUT035
224,1855.7877761991242,NCG55,OUT045
225,1359.7179666366071,FDC11,OUT035
226,3363.643964142057,FDX35,OUT018
227,2586.2617105246663,NCB06,OUT046
228,700.6648006019922,FDR09,OUT019
229,1585.3340688409428,FDC53,OUT017
230,4484.600551622191,FDY45,OUT013
231,370.75991534578066,FDA22,OUT010
232,1547.5116638770244,FDE02,OUT035
233,1589.5097867591278,FDW21,OUT045
234,1116.9917019481497,FDV34,OUT046
235,1682.9789217010334,FDS59,OUT049
236,2162.503680052434,NCW17,OUT017
237,1861.1089329718839,NCK54,OUT046
238,570.5505527443142,FDG17,OUT019
239,2845.324531735999,FDG35,OUT017
240,21.97881315520556,FDD08,OUT010
241,3648.6165645545366,NCO07,OUT017
242,373.0409607912024,FDJ10,OUT010
243,1694.9445414771178,FDW36,OUT017
244,346.21451456948193,FDW21,OUT010
245,1948.7560790526104,FDY19,OUT017
246,767.264253721762,DRE03,OUT013
247,714.5480646190915,NCC55,OUT049
248,166.11358737881585,FDH52,OUT010
249,4456.339824295791,FDO09,OUT017
250,3821.670143721311,FDU43,OUT045
251,443.3211936924573,FDX09,OUT010
252,294.69817937356066,FDH40,OUT019
253,1717.1185552479967,FDW58,OUT017
254,3911.6440382695837,FDC47,OUT017
255,1601.1132188619772,NCR41,OUT035
256,3986.4300057535356,DRG49,OUT035
257,3779.9247777645296,FDC52,OUT027
258,1107.9394831796772,FDY13,OUT046
259,701.7217894493916,FDY35,OUT013
260,3321.712547814218,FDI35,OUT017
261,2201.3465795941984,NCU18,OUT049
262,2387.555625752467,FDY33,OUT018
263,4031.4937615571707,FDC15,OUT027
264,3227.365403615129,FDU01,OUT049
265,2709.1464830962523,NCU42,OUT046
266,2617.7163468656063,NCV29,OUT018
267,3260.1153832374966,NCY30,OUT017
268,1848.0275334234577,FDQ46,OUT049
269,3766.0346693233005,FDG58,OUT027
270,3668.9566230009036,FDK33,OUT017
271,1819.0017467002417,NCD07,OUT045
272,3764.814128595692,NCX29,OUT027
273,2479.0247999301114,NCT42,OUT013
274,843.1573600239477,DRN59,OUT035
275,1315.4456549170043,FDI44,OUT035
276,2411.2591584101333,FDA45,OUT049
277,794.6089980360692,FDP31,OUT045
278,1777.0139283319697,FDY01,OUT046
279,1831.8259179818738,FDT09,OUT018
280,2610.866660121848,DRH03,OUT027
281,2801.491740810243,FDA36,OUT018
282,2530.7084751156804,NCF31,OUT017
283,2499.7192084977123,FDG14,OUT049
284,6084.999822621432,FDG28,OUT027
285,4041.4648405178646,FDU14,OUT049
286,351.10937137659954,FDY47,OUT019
287,1403.5555753641029,FDI56,OUT049
288,921.2195436523381,DRD01,OUT013
289,953.1876839659126,FDM22,OUT046
290,678.7941163483168,FDH33,OUT013
291,1880.4575456406412,DRZ24,OUT013
292,1624.1289434473329,NCQ38,OUT046
293,2380.5694717792135,FDO16,OUT027
294,3764.814128595692,FDU07,OUT027
295,3094.798593534707,NCB07,OUT013
296,2043.4933557929992,FDU48,OUT045
297,2625.4885104411,NCM43,OUT045
298,222.36878998183388,FDR31,OUT010
299,447.375640334678,DRK49,OUT018
300,524.5548871680046,NCI30,OUT010
301,3097.9516908973305,DRD60,OUT017
302,3797.166512534306,NCG19,OUT046
303,1663.5000580412363,FDH12,OUT035
304,1543.6993848794893,FDM32,OUT035
305,2505.0506672656343,FDM27,OUT035
306,4137.5650945923735,NCU53,OUT027
307,1565.3926512456667,NCQ18,OUT046
308,2981.5601571724173,FDS10,OUT013
309,4109.687275977897,FDB33,OUT027
310,1367.1724208353505,FDI12,OUT013
311,3806.8349222317534,NCW42,OUT013
312,1769.5556767755702,NCC06,OUT018
313,2551.014394685613,FDW02,OUT017
314,1701.3224630051548,NCD43,OUT017
315,1099.4761388658146,FDM57,OUT018
316,3929.947676895537,FDA58,OUT017
317,3104.6855837248113,FDK56,OUT046
318,3871.04200840423,FDP52,OUT045
319,1746.8648701111665,FDW20,OUT018
320,1669.1126556595782,FDS52,OUT049
321,1683.3711449439645,NCT29,OUT018
322,2883.4264550998478,NCL54,OUT013
323,3111.7757801545226,FDC05,OUT045
324,3220.0762352579013,FDF34,OUT035
325,3251.8854108356027,FDP03,OUT027
326,282.277208717363,FDD32,OUT010
327,2035.5548106906324,FDZ10,OUT045
328,978.8660335517949,FDZ40,OUT035
329,497.67545821895277,FDD51,OUT018
330,430.5471768561851,NCY30,OUT019
331,3565.4762612690574,FDP58,OUT017
332,4161.568065390372,FDV49,OUT017
333,91.81818948967582,FDY24,OUT019
334,1665.9191435144392,NCO55,OUT017
335,1955.3460516939228,FDR13,OUT017
336,1037.930395619961,FDS51,OUT017
337,1590.9209648978901,FDP26,OUT045
338,3234.8892813767875,NCB54,OUT027
339,3233.639801911279,FDF32,OUT017
340,2800.0271477815268,FDN31,OUT018
341,657.8473135590318,DRM48,OUT017
342,2710.6415117060815,FDN20,OUT049
343,3881.3918831694664,DRL01,OUT046
344,1673.270172433769,FDV56,OUT049
345,2753.404169545877,DRH13,OUT027
346,2537.7128726241463,FDA03,OUT017
347,5768.287978745993,FDF47,OUT027
348,2457.940737722898,FDX32,OUT046
349,1569.259092894183,FDX57,OUT049
350,3023.3996465132427,NCA30,OUT045
351,819.9863157880798,FDO49,OUT013
352,350.09781738962124,FDL04,OUT019
353,657.8473135590318,DRM48,OUT035
354,3490.056936830189,FDR16,OUT013
355,2936.3322505772117,NCC19,OUT018
356,3133.90870209983,NCE42,OUT045
357,996.1851426972347,FDY24,OUT017
358,2850.4665631494886,FDH19,OUT049
359,2859.259313389946,FDJ46,OUT013
360,450.4543067663653,FDN45,OUT010
361,2139.991551558429,FDY08,OUT035
362,1432.8360641547254,FDZ37,OUT035
363,740.1329513385274,NCT30,OUT045
364,509.0241210236406,DRY23,OUT018
365,1744.0955393426416,NCZ30,OUT018
366,1706.4845364324628,FDC44,OUT018
367,1607.5207378111813,FDB45,OUT035
368,2584.010764481879,FDY04,OUT013
369,2714.743337943827,FDM27,OUT046
370,3982.1268287431835,FDZ43,OUT017
371,394.13195261551,FDT39,OUT019
372,353.6468176482132,NCC06,OUT019
373,3771.2905678872935,FDL15,OUT027
374,4267.4955277640975,FDL57,OUT017
375,1514.5853920163163,FDU08,OUT046
376,4181.882925866176,FDK40,OUT017
377,561.4861047809705,FDQ12,OUT010
378,2562.349089146321,FDS48,OUT017
379,3436.7211341899224,FDP09,OUT045
380,1619.2272673614739,FDW21,OUT049
381,3075.040554032322,FDY25,OUT035
382,1410.5163555515728,DRE13,OUT017
383,34.227858050256955,FDV43,OUT019
384,1766.0856421127273,FDD22,OUT045
385,267.3951432598511,FDM46,OUT019
386,465.90553929728964,NCO30,OUT010
387,2838.3860923624716,FDM25,OUT046
388,2081.9030870054185,NCN41,OUT049
389,1432.8852827585308,FDU24,OUT045
390,3134.7192189282014,FDZ50,OUT046
391,4286.985691575269,FDP45,OUT013
392,2023.8882643378067,NCM54,OUT045
393,473.89713865897505,FDW10,OUT019
394,2121.064441125533,FDP20,OUT017
395,2470.2137333712712,FDK32,OUT046
396,1387.6585132056814,FDN52,OUT049
397,1820.0653591827347,FDM58,OUT045
398,2995.4517357775403,FDZ46,OUT027
399,1620.6886464426884,NCA18,OUT018
400,2030.5937178319136,FDD35,OUT046
401,836.5357055033246,NCK31,OUT035
402,2679.8739113073498,FDI40,OUT027
403,337.736883735861,FDT50,OUT019
404,2664.6305967259814,NCT06,OUT046
405,3242.7447387522925,FDT31,OUT035
406,878.9807232584606,FDT45,OUT049
407,3134.1895393370883,FDT13,OUT045
408,1324.0327695265753,FDO50,OUT045
409,338.4623855191742,NCU18,OUT010
410,3196.310600947557,NCR54,OUT049
411,2611.335347172919,NCO18,OUT018
412,880.2902596649425,FDU09,OUT045
413,2856.80610788779,FDT13,OUT018
414,1799.3733086802688,FDE09,OUT046
415,360.63760631203,NCK53,OUT019
416,3573.741410460527,FDG45,OUT049
417,704.9926606426072,DRH15,OUT035
418,652.06966643116,FDO21,OUT019
419,5142.6590357124705,FDD14,OUT027
420,1623.2659456992208,FDC09,OUT046
421,1075.0895314710124,FDH45,OUT027
422,1018.9856644860175,FDV32,OUT046
423,1928.795977480225,FDG12,OUT035
424,2127.077332196942,FDS32,OUT013
425,3564.6888844420837,NCL55,OUT018
426,3929.947676895537,DRE01,OUT035
427,1347.7744806411993,DRE15,OUT049
428,3674.530605615262,NCL42,OUT045
429,888.1624007620659,FDP31,OUT013
430,1343.6828444545115,FDN33,OUT018
431,2610.1317810792543,FDZ59,OUT046
432,359.30328707871087,FDE45,OUT010
433,1887.1494533325863,FDJ07,OUT013
434,2796.930108443106,FDQ45,OUT018
435,5531.989725728351,FDM33,OUT027
436,191.59518713659602,FDO15,OUT010
437,1480.1938554484989,FDM46,OUT013
438,3511.4074455506025,FDR03,OUT045
439,2428.2409210152437,FDY49,OUT018
440,1811.1132260344602,FDQ60,OUT045
441,2678.229228274838,FDW10,OUT049
442,718.8368892125578,FDO51,OUT049
443,1384.4960440571303,FDJ40,OUT018
444,2847.7369481747073,FDS20,OUT018
445,1865.5480112796179,FDU45,OUT013
446,2801.485179319434,FDV02,OUT035
447,3882.440217547078,FDN09,OUT046
448,5148.455592069242,NCM55,OUT027
449,2157.018663698703,FDN23,OUT018
450,241.98790129592422,FDY31,OUT010
451,362.87132454343123,FDW03,OUT010
452,3010.763861295223,FDD14,OUT046
453,2068.1842610937547,FDV23,OUT017
454,2733.387025339334,DRI03,OUT045
455,1561.1150419314815,FDN13,OUT035
456,1734.8644311024786,FDF45,OUT027
457,1416.9011290017045,FDU46,OUT035
458,3727.66836911748,FDB57,OUT049
459,1698.9969028874993,FDV12,OUT049
460,2491.384793267623,FDQ58,OUT013
461,1933.1534453565487,NCA18,OUT017
462,1039.7233608624508,FDH52,OUT049
463,2134.98291678249,FDM24,OUT018
464,4818.669335252165,NCP43,OUT027
465,404.13256380356796,NCO18,OUT019
466,1446.5750124247625,FDM32,OUT017
467,684.6647922376143,NCL07,OUT017
468,4268.073852015038,FDK03,OUT013
469,1602.196373619323,FDP59,OUT017
470,4176.470438186222,FDQ24,OUT049
471,1452.0776989644892,FDQ16,OUT018
472,2629.522602418406,FDU44,OUT013
473,31.682697786422747,FDH28,OUT010
474,30.587189696039392,FDV28,OUT019
475,886.9747335476751,FDM22,OUT045
476,3128.9226625714296,FDR56,OUT046
477,3183.6682877853686,FDV39,OUT049
478,250.12071869422874,FDU37,OUT019
479,1113.3973495485786,FDQ11,OUT010
480,3686.4089787305293,FDX02,OUT045
481,1279.3830028309324,NCS42,OUT018
482,2592.6486338333516,FDY57,OUT027
483,3896.6451283144875,FDB21,OUT049
484,3907.379130740124,FDE28,OUT017
485,1962.074597641559,FDQ55,OUT017
486,3758.5881897154127,FDA48,OUT049
487,2773.789957202624,FDZ19,OUT045
488,3894.0599635377607,NCC43,OUT045
489,1331.661878487633,NCV18,OUT046
490,2285.6807944187294,NCA42,OUT018
491,4217.519708126287,FDY45,OUT046
492,2888.718778622217,NCC30,OUT045
493,1293.8904937997404,FDM57,OUT013
494,309.05158985505057,FDL09,OUT010
495,3250.6648701079944,FDB09,OUT027
496,1901.6706924397747,FDT44,OUT035
497,4157.291733102986,NCT06,OUT027
498,3305.0098310835847,FDX26,OUT049
499,2501.5959643719416,FDK32,OUT013
500,2156.4961479818962,DRA12,OUT046
501,637.7892840819484,FDO46,OUT010
502,1389.678359701082,FDE52,OUT013
503,3896.0528860647914,NCH42,OUT045
504,752.4908191852273,FDV08,OUT035
505,3004.671182661249,FDB47,OUT018
506,350.6650200549963,FDC28,OUT010
507,1836.1486291171484,FDD22,OUT046
508,3027.825565943598,FDS07,OUT027
509,3514.134539935167,DRI13,OUT045
510,3173.8428020169367,FDG32,OUT018
511,4135.934172969038,FDU14,OUT017
512,90.52546539004167,FDD28,OUT019
513,1721.1337596867331,NCP41,OUT017
514,2837.9503882818844,FDS08,OUT049
515,2588.1550514944215,FDX47,OUT045
516,374.27961697136277,FDC53,OUT019
517,4029.326540766481,FDQ19,OUT035
518,2453.7519741563556,FDL14,OUT045
519,583.2940969201424,FDM33,OUT019
520,1833.1489729506732,FDA51,OUT045
521,596.0269279939159,FDZ27,OUT018
522,635.8905553709656,FDT04,OUT046
523,2088.0166248692576,DRC13,OUT049
524,5516.470110723226,FDR16,OUT027
525,6063.613659984792,FDQ03,OUT027
526,2789.8066443007147,FDE38,OUT035
527,1654.4966839875922,DRH23,OUT027
528,538.4328665811784,FDT11,OUT019
529,3078.225052386718,FDD09,OUT035
530,1370.7935914190496,FDR40,OUT045
531,3330.959178241592,FDX07,OUT017
532,1529.9951733861142,FDR07,OUT035
533,1897.4057849103153,FDA51,OUT017
534,585.0879451604009,FDT59,OUT019
535,3261.219732633108,FDF20,OUT017
536,1849.51663422132,FDR13,OUT045
537,3501.2608329324444,FDY26,OUT049
538,2181.564157071389,FDW04,OUT017
539,3826.4465357210665,FDK52,OUT017
540,2648.788154061129,FDN60,OUT049
541,488.0443649094062,FDM09,OUT019
542,1388.8570579512757,FDP46,OUT049
543,235.9734924437975,FDB50,OUT019
544,4061.8240983923697,NCQ29,OUT049
545,6198.55541756756,FDP16,OUT027
546,2337.157901439281,FDX33,OUT018
547,502.03123696451115,FDP07,OUT010
548,3776.9560067997777,FDN22,OUT046
549,3926.850566683125,FDF39,OUT049
550,1041.688372623631,FDS21,OUT017
551,1636.266569951736,NCM42,OUT013
552,399.350198175301,FDK50,OUT019
553,3780.568333673374,DRF13,OUT027
554,2293.3812909572207,FDH35,OUT018
555,1431.0796588742664,FDP60,OUT018
556,3320.3268480243096,DRJ49,OUT027
557,355.69673658045565,NCT42,OUT019
558,2757.5968369551383,FDE38,OUT049
559,3186.5875422992026,FDI04,OUT049
560,2566.8462627503977,NCH54,OUT045
561,952.907102852851,FDT56,OUT049
562,3300.6308073503683,DRD15,OUT018
563,2419.7564431861833,FDV58,OUT013
564,3193.749104792795,FDP21,OUT049
565,3969.743106993417,FDH05,OUT013
566,4137.5650945923735,FDR10,OUT027
567,2394.5418605015034,NCP06,OUT045
568,1678.561532118268,FDF33,OUT049
569,3509.704019596001,DRK37,OUT013
570,1306.335331184909,DRH49,OUT045
571,2730.634305293206,FDT58,OUT013
572,1436.7500961552246,FDD41,OUT018
573,1720.9012413705996,FDP40,OUT018
574,2684.3022543249112,FDM51,OUT027
575,280.0086433600014,FDO45,OUT010
576,337.73242846849615,FDW33,OUT010
577,1220.3344167879795,FDY24,OUT045
578,520.9171933766893,FDB10,OUT010
579,2176.0973724738556,FDM40,OUT035
580,3027.922531572056,NCI06,OUT017
581,275.4629319615604,FDW12,OUT019
582,3816.525736910138,FDX48,OUT027
583,2678.6533705797415,NCW05,OUT027
584,1548.6978665391528,FDX27,OUT017
585,3137.9364256210906,DRM37,OUT045
586,3725.894997932164,FDA38,OUT045
587,671.0619277152817,FDR36,OUT046
588,3195.672302464186,FDZ45,OUT046
589,2619.235769930434,FDG05,OUT017
590,4281.252593018292,FDK28,OUT013
591,1313.0105230058834,FDV47,OUT045
592,2501.5237704139718,FDN21,OUT045
593,3315.0772354168107,FDP20,OUT027
594,3191.497856163802,FDI35,OUT045
595,683.3921279594941,DRY23,OUT013
596,2109.330137908524,FDA56,OUT017
597,2059.1484292777254,FDB09,OUT013
598,3033.62212230037,NCO26,OUT027
599,2217.7520600120884,FDQ49,OUT018
600,3244.8683137512226,FDI52,OUT027
601,3054.5217428462943,FDZ44,OUT027
602,2390.2974192882393,FDZ09,OUT018
603,1920.3191530489005,FDY03,OUT049
604,2220.933292741637,NCG42,OUT017
605,5580.821512632163,DRI13,OUT027
606,2061.9453430899944,FDQ32,OUT013
607,1456.7354909119078,FDW16,OUT035
608,695.3506375345942,FDU27,OUT046
609,393.0113320554013,FDR28,OUT010
610,324.48652121381014,FDQ49,OUT010
611,1852.5162903877952,FDS37,OUT046
612,3032.933454350852,FDW26,OUT018
613,3397.569259190527,FDX12,OUT018
614,2451.9221554868977,NCP06,OUT013
615,251.0829223150338,FDW45,OUT010
616,1572.9355581769446,NCN30,OUT049
617,873.1841669016887,FDN24,OUT049
618,1062.0363515842948,NCL41,OUT027
619,384.0277102034667,FDR02,OUT019
620,473.04287005814797,FDD09,OUT010
621,273.0504248379153,FDS33,OUT010
622,1944.129798432241,FDU22,OUT045
623,2641.5140120799247,FDI53,OUT013
624,2907.994087471465,DRH01,OUT049
625,2176.284471594704,FDX32,OUT013
626,451.0471860934114,NCP30,OUT018
627,3110.586672754456,FDB60,OUT045
628,1468.4765630558989,FDB14,OUT049
629,979.4169198137373,NCP02,OUT035
630,2181.0525420986214,FDJ10,OUT017
631,1830.2470728324674,FDG34,OUT046
632,1417.5446408112762,NCB18,OUT017
633,1175.0029226887996,FDM16,OUT049
634,1292.636123538744,FDW25,OUT018
635,265.7995097055884,FDB35,OUT010
636,2164.9740782709086,DRN11,OUT013
637,498.30865803495493,FDF41,OUT019
638,1324.9032580113912,FDH16,OUT045
639,3038.5586767595632,NCQ50,OUT018
640,774.1849715718931,DRH23,OUT018
641,2494.5929612358455,DRJ37,OUT013
642,5142.6590357124705,DRJ24,OUT027
643,3199.4278231357903,FDY16,OUT035
644,1729.8835527168485,FDQ27,OUT045
645,2416.556776459373,FDZ33,OUT045
646,2122.3855776279697,FDF29,OUT045
647,2588.7181774146457,FDA08,OUT049
648,1028.8546367231465,FDG31,OUT046
649,592.6317477230733,FDE34,OUT019
650,2008.7405491563766,NCR30,OUT027
651,4213.025933168512,FDV33,OUT035
652,1680.8569538588556,DRZ24,OUT018
653,2878.977099955367,NCL54,OUT035
654,2905.3146439280413,FDR12,OUT049
655,3880.7667493893396,NCC54,OUT046
656,812.3209323272761,DRN59,OUT013
657,367.7736415417585,FDX50,OUT019
658,4752.837215702172,FDV31,OUT027
659,4693.502322974736,NCA29,OUT027
660,2882.359702568117,FDW60,OUT049
661,3301.9859093036052,FDX08,OUT017
662,3991.9732479109525,DRD49,OUT013
663,3802.6028814187475,FDD33,OUT046
664,695.0017725189151,FDW35,OUT013
665,1665.947532224395,FDJ36,OUT017
666,2826.796544683901,FDV51,OUT035
667,1597.9397252377175,FDW36,OUT046
668,2530.5657692158943,FDH35,OUT046
669,3289.5624189480845,NCS30,OUT027
670,689.7934596154494,FDN49,OUT017
671,3291.2208121933077,FDL08,OUT018
672,4124.133060135796,FDI09,OUT013
673,1885.314432978219,FDP19,OUT018
674,-46.523187838993394,FDU21,OUT010
675,1606.9820610304262,NCP41,OUT045
676,1852.1728546550482,FDY10,OUT013
677,415.1682106298066,FDP12,OUT018
